PREGUNTA,RESPUESTA
¿Cuántas veces puedo aplazar del semestre?,"Dentro del Reglamento Estudiantil no se establece un número limite de aplazamiento, pero, si al momento de solcitar reintegro el programa ha tenido una modificación en el plan de estudios el estudiante debera acogerce a dicho cambio. "
¿Cuáles son los requisitos de grado?,1. Finalizar la totalidad de créditos establecidos por el plan de estudios. 2. Certificación y/o resultados de presentación de Saber Pro. 3. Requisito de segunda lengua. 
¿Dónde debo inscribirme para realizar mis prácticas?,"Debe inscribirse al correo practicas.ecei@usa, directamente en las fechas estipuldas dadas por la ccoridnación de practicas."
¿Cuánto tiempo duran las prácticas?,6 Meses
¿Cuántos vale un credito academico para pagar los creditos adicionales?,"Dependiendo del programa académico: 
INGENIERÍA INDUSTRIAL  $ 307.900
CIENCIAS DE LA COMPUT. E INTELIG.ARTIF. $300.000
INGENIERÍA ELECTRÓNICA $299.500
INGENIERÍA AMBIENTAL $271.900
MATEMÁTICAS  $314.900"
¿Qué electivas que puedo cursar este semestre?,"Dependiendo del programa académico: 
INGENIERÍA INDUSTRIAL  
Ingeniería Organizacional
Toma de decisiones
Ingeniería Humanitaria
Lean Manufacturing

CIENCIAS DE LA COMPUT. E INTELIG.ARTIF. 
Ciencias de Datos
Optativa 1 Introducción a la Ciencia de Datos.
Optativa 2 Exploración y preprocesamiento de datos.
Optativa 3  Modelos predictivos.
Computación de Alto Rendimiento para IA
Optativa 1 Introducción a HPC.
Optativa 2 Métricas de Rendimiento y Algoritmo.
Optativa 3 Redes Neuronales para Clasificación de Imágenes
Ciberseguridad y Seguridad Digital
Optativa 1 Fundamentos Avanzados de Ciberseguridad Ethical Hacking.
Optativa 2 Investigación Digital Forense Ciberseguridad Industrial.
Optativa 3 Criptografía Ciberseguridad y Ciberdefensa.
Sistemas Inteligentes
Optativa 1 Sistemas Inteligentes
Optativa 2 Aprendizaje Supervisado
Optativa 3 Aprendizaje profundo

INGENIERÍA ELECTRÓNICA 
Telecomunicaciones
Comunicaciones análogas y digitales 
Medios de transmisión 
Telemática 
Redes 
Comunicaciones terrestres y satelitales 
Comunicaciones móviles 

Energía
Máquinas eléctricas 
Generación y almacenamiento de energía 
Smart Grids 

Automatización y Control 
Modelación e identificación de sistemas 
Sistemas de control analógico y digital 
Automatización 
Control inteligente 

Internet de las Cosas (IoT)
Introducción a IoT 
Diseño de dispositivos IoT 
Redes de sensores inhalambricos 


Máquinas Inteligentes
Aprendizaje de máquinas 
Robótica 
Visión por computador


Bioingeniería
Introducción a la Bioingeniería 
Bioinstrumentación 
Biónica 

INGENIERÍA AMBIENTAL
Cambio Climático y gestión del riesgo
Optativa A1. La ciencia del clima y meteorología
Optativa A2. Política y economía para el cambio climático
Optativa A3. Formulación y evaluación de proyectos
para el cambio climático
Optativa B1. Gestión integral del riesgo
Optativa B2. Gestión de riesgos naturales
Optativa B3. Gestión de riesgos antrópicos
Desarrollo territorial Sostenible e inteligente
Optativa A1. Ingeniería y ciudad
Optativa A2. Gobernanza y ciudades inteligentes
Optativa A3. Analítica de datos al componente urbano
Optativa B1. Ingeniería humanitaria
Optativa B2. Política y desarrollo rural
Optativa B3. Proyectos de desarrollo rural
Economía circular y energías alternativas 
Optativa A1. Ciencias de los materiales
Optativa A2. Economía circular
Optativa A3. Análisis de ciclo de vida
Optativa B1. Energías renovables y medio ambiente
Optativa B2. Gestión energética y auditorias
Optativa B3. Formulación de proyectos energéticos

MATEMÁTICAS 
ANÁLISIS MATEMÁTICO
· Ecuaciones Diferenciales Parciales
· Análisis Funcional
· Teoría de la Medida
· Procesos Estocásticos
ÁLGEBRA
· Teoría de Galois Clásica
· Álgebra Lineal Avanzada
· Teoría de Categorías
· Tópicos Avanzados de Teoría de Grupos y Anillos
· Temas Avanzados de Teoría de Números
· Teoría de Cuerpos
LÓGICA
· Lógica Categórica
· Teoría de Modelos
· Lógica no Clásica
TOPOLOGÍA
· Topología Diferencial
· Topología Algebraica
HISTORIA DE LA MATEMÁTICA Y FILOSOFÍA DE LA CIENCIA
· Clásicos Griegos
· Matemática Moderna y Filosofía de la Matemática
· Epistemología y Didáctica de la Matemática
ANÁLISIS DE DATOS
· Estadística Matemática
· Programación"
¿Qué puedo hacer si tengo dificultades con una materia?,"Puedes escribir un correo a tu coordinadora liliana.castro@usa.edu.co o visitarla en el Bloque B, piso 2"
¿Dónde puedo pedir prestado un computador?,Debes realizar la reserva de equipo medios audiovisuales del bloque F- 4 Piso.
¿Quién es la persona encargada de las prácticas?,"La coordinadora Sandra Rodríguez, su correo es practicas.ecei@usa.edu.co"
¿Cómo me puedo inscribir en el deporte de la universidad?,Con el coordinador de Deportes en el Centro de Formación Deportiva 
¿Hay algún requisito para cambiarme de carrera?,No 
¿Cuáles son las áreas de especialización disponibles para la carrera ingeniería industrial?,"En la Escuela de Ingeniería contamos con las siguientes especializaciones y maestrías:

Especialización en Gerencia de Producción y Operaciones
Enfocada en la optimización de procesos productivos y la gestión eficiente de operaciones dentro de las organizaciones.

Maestría en Gerencia de Producción y Operaciones
Programa avanzado que proporciona herramientas estratégicas para liderar y mejorar los procesos de producción y las operaciones en diversos sectores industriales.

Especialización en Dirección y Gestión de Proyectos
Formación especializada en la planificación, ejecución y control de proyectos, garantizando el éxito en términos de tiempo, costos y calidad.

Maestría en Gestión y Optimización de la Calidad
Programa orientado a desarrollar competencias en la gestión y mejora continua de la calidad en los procesos organizacionales.

Especialización en Gerencia Integral de la Calidad
Enfocada en la implementación y gestión de sistemas de calidad que aseguren la mejora constante en todos los niveles de una organización."
¿Cuáles son las áreas de especialización disponibles para la carrera ingeniería ambiental?,"En la Escuela de Ingeniería contamos con las siguientes especializaciones y maestrías: Especialización en en Gerencia Ambiental y Gestión de Riesgo de Desastres 
Maestría en Gestión y Evaluación Ambiental "
¿Cuáles son las áreas de especialización disponibles para la carrera ingenieria Electronica?,"En la Escuela de Ingeniería contamos con las siguientes especializaciones y maestrías:  Especialización en Seguridad de la Información y la informatica

Maestría en Gestión de la Información y Tecnologias Geoespaciales
Maestría en inteligencia Artificial"
¿Cuáles son las áreas de especialización disponibles para la carrera Matemáticas?,"En la Escuela de Ingeniería contamos con las siguientes especializaciones y maestrías: Maestría en Gestión de la Información y Tecnologias Geoespaciales
Maestría en inteligencia Artificial
Maestría en Matematicas Aplicadas"
¿Cuáles son las áreas de especialización disponibles para la carrera ciencias de la computación e inteligencia artificial?,"En la Escuela de Ingeniería contamos con las siguientes especializaciones y maestrías: Maestría en Gestión de la Información y Tecnologias Geoespaciales
Maestría en inteligencia Artificial"
¿Como puedo formar parte de los semilleros de investigación?,"Cada inicio de semestre se comparte un correo de convocatoria con la oferta de semillero y contacto del docente, es importante enviar correo con la menor premura posible, puesto que los cupos son limitados"
¿Cuáles son los requisitos para ingresar a los semilleros de investigación?,"Por lo general no cuentan con requisitos, pero si es así el docente responsable lo infomara en el momento de la socliud de inscripción. "
¿Qué debo hacer si se me daña un equipo?,Reportar de inmediato a los auxiliares de labortaorio encargados de las salas.
¿Qué debo hacer si encuentro un equipo dañado?,Reportar de inmediato a los auxiliares de labortaorio encargados de las salas.
¿Existe algún tutor que me pueda orientar con mi proyecto de grado?,"Si, hay docentes designados para tal fin, por favor validar con la dirección del programa "
¿Dónde puedo solicitar un tutor para mi proyecto de grado?,"En la Escuela con el Director de programa, recuerda que tu propuesta debe estar previamente aprobada por la Dirección. "
¿Con qué empresas puedo realizar mis prácticas?,"Las practicas se realizan con cualquier empresa, siempre y cuando se encuentre legalmente constituida, se realice vinculación de prácticante y tus funciones esten a fin con tu programa académico. "
¿Cuál es la nota final de una materia para poder realizar una habilitación?,La nota perdida de la asignatura debe ser igual o superior a 2.5 
¿Cuál es el valor de una habilitación?,$1.250.510
Si encuentro un objeto perdido ¿a dónde debo llevarlo?,A Bienestar Universitario
¿Qué es la homologación de asignaturas en la Universidad Sergio Arboleda?,"La homologación de asignaturas es el mecanismo mediante el cual el Director del Programa Académico que recibe al estudiante acepta como equivalente una asignatura cuando sus objetivos, créditos, contenidos e intensidad horaria son semejantes a los del postgrado ofrecido por la Universidad Sergio Arboleda y la nota es aprobatoria, en los términos del artículo 30 del reglamento."
¿Qué es la homologación interna?,"La homologación interna ocurre cuando el estudiante que solicita la homologación de una o varias asignaturas proviene de un programa cursado en la Universidad Sergio Arboleda. Esta homologación operará directamente, previa verificación del Director del Postgrado y concepto favorable de la Decanatura de la Escuela. Se registrará la calificación que el estudiante obtuvo en el programa del cual proviene y se asignará el número de créditos académicos establecidos para la asignatura en el nuevo programa."
¿Qué es la homologación por convenio?,La homologación por convenio se realiza de acuerdo con los convenios interinstitucionales nacionales e internacionales. Esta homologación operará directamente según lo establecido en el convenio. El Director del Programa deberá solicitar al Decano de la Escuela respectiva la inscripción de la homologación aprobada en el sistema académico.
¿Qué es la homologación externa?,"La homologación externa ocurre cuando un estudiante solicita que le sean homologadas asignaturas cursadas en otro programa de postgrado de una institución de educación superior. La Universidad Sergio Arboleda determinará la viabilidad de dicha solicitud, la cual no podrá exceder el 40% del total de los créditos del programa en el que se encuentra matriculado. El Director del Postgrado verificará que los objetivos, créditos, contenidos e intensidad horaria sean semejantes y que la nota definitiva haya sido aprobatoria en los términos del artículo 30 del reglamento."
¿Cuál es la validez de los créditos académicos cursados y aprobados para ser homologados?,"Los créditos académicos cursados y aprobados tendrán una validez hasta de tres (3) años para Especialización y hasta de cinco (5) años para Maestría y Doctorado, previo concepto favorable del Director, para que la Universidad los reconozca como créditos que pueden ser homologados en otros planes de estudio diferentes a aquel en el que estaba inscrito el estudiante."
¿Qué es la prueba de validación por suficiencia?,La prueba de validación por suficiencia permite a los estudiantes solicitar pruebas de validación cuando consideran que sus conocimientos son acreditables con suficiencia. Corresponderá al Director del Programa decidir sobre la solicitud y hacer exigibles los requisitos adicionales. La validación producirá el efecto de la homologación si el examen es aprobado con una nota igual o superior a cuatro punto cero (4.0).
¿Cuándo deben presentarse las pruebas de validación por suficiencia?,"Las pruebas de validación deberán ser presentadas durante el período académico que curse el estudiante y consistirán en un examen diseñado por el Director de la respectiva especialización, maestría o doctorado. Este examen tiene por objeto comprobar el conocimiento sobre la totalidad de la asignatura que se pretende validar."
¿Cuál es el límite para la validación de créditos académicos mediante pruebas de suficiencia?,Podrá validarse hasta el 25% del total de créditos académicos mediante pruebas de validación por suficiencia.
¿Qué es la evaluación en la Universidad Sergio Arboleda?,"a evaluación es el acto mediante el cual el docente valora y estimula el proceso de enseñanza-aprendizaje mediante la emisión de juicios, con el fin de estimar los conocimientos, aptitudes y rendimiento de los estudiantes."
¿Qué tipo de evaluaciones pueden implementar los docentes según la política institucional?,"Los docentes deben implementar un modelo participativo en sus evaluaciones, que puede incluir trabajos de investigación dirigidos, talleres, ensayos, roles, informes u otros métodos apropiados. Las evaluaciones pueden ser orales o escritas, y pueden utilizar herramientas tecnológicas, siendo presenciales o virtuales, según la modalidad y exigencias del programa."
¿Qué debe hacer el profesor al inicio de cada asignatura en relación con las evaluaciones?,"Al inicio de cada asignatura, el profesor debe entregar a los estudiantes el programa que incluya el contenido, la metodología de evaluación y el valor de las pruebas, previa aprobación del Director del Programa. No se aceptan autoevaluaciones ni notas apreciativas."
¿Dónde y cuándo se presentan las pruebas según el reglamento?,"Las pruebas se presentarán en las instalaciones de la Universidad en la fecha y hora fijadas por la respectiva autoridad académica, dentro del Calendario Académico."
¿Cuál es la escala numérica utilizada para la calificación y su equivalente cualitativo?,La escala numérica utilizada para la calificación es la siguiente:                                                                                                                                     Cinco punto cero (5.0): Excelente
¿Cómo se maneja la aproximación de calificaciones cuando se expresan en centésimas?,"Cuando una calificación definitiva arroje como resultado una cifra expresada en centésimas, se aproximará a la décima más cercana."
¿Qué calificación se asigna a los estudiantes que pierden la asignatura por fallas o no presentan examen supletorio?,Se extenderá una nota de cero punto cero (0.0) para los estudiantes que hayan perdido la asignatura por fallas. La misma calificación será asignada a quienes no hayan presentado examen supletorio.
¿Cuándo se reconocerá una asignatura como aprobada y se concederán los créditos correspondientes?,Solo cuando en la calificación final se haya alcanzado por lo menos la calificación aprobatoria mínima de tres punto cinco (3.5) se reconocerá la asignatura como aprobada y se concederán los créditos asignados a dicha asignatura como válidos para la obtención del título que otorga el Programa.
¿Qué tipo de pruebas supletorias se pueden presentar?,"Se pueden presentar pruebas supletorias de las evaluaciones orales y escritas, de los trabajos y de las pruebas parciales o finales."
¿Quién autoriza la presentación de pruebas supletorias y cuál es el procedimiento para solicitarlas?,"La autorización para la presentación de pruebas supletorias será otorgada por el respectivo Director del Programa y/o el Decano de la Escuela respectiva. La justificación para solicitarla se debe hacer mediante un escrito dirigido al Director del Programa Académico dentro de los cinco (5) días hábiles siguientes a la fecha en que se realizó la prueba. El Director decidirá sobre la procedencia dentro de los cinco (5) días hábiles siguientes a la recepción de la solicitud e indicará, en caso de aceptarla, la fecha y forma de desarrollo del examen supletorio."
¿Existe alguna posibilidad de presentar una prueba supletoria si se pierde el examen supletorio?,"No, no habrá prueba supletoria del examen supletorio y su no presentación será calificada con cero punto cero (0.0)."
¿De qué tipo serán las pruebas supletorias comparadas con las pruebas originales?,"Las pruebas supletorias de los exámenes, parciales, trabajos y evaluaciones orales en clase serán del mismo tipo de la realizada originalmente."
¿Cuándo se fijará la fecha de presentación de una prueba supletoria?,La fecha de presentación de la prueba supletoria se fijará dentro de los cinco (5) días hábiles siguientes a la fecha en que fue autorizada la prueba supletoria.
¿Qué costo tienen las pruebas supletorias y cuándo se debe cancelar?,El costo de las pruebas supletorias será el que señale la Universidad. El estudiante debe cancelar el costo antes de la presentación del examen correspondiente.
"¿Qué debe hacer un estudiante si desea reclamar sobre las calificaciones obtenidas en exámenes parciales, finales o trabajos?",El estudiante debe presentar un reclamo por escrito ante el Director del Programa Académico dentro de los cinco (5) días hábiles siguientes al día en que se publica la calificación en referencia. La petición debe ser sustentada en forma clara y precisa.
¿Quién concede la revisión de las calificaciones y cómo se tramitará?,"El Decano o el Director del Programa concederán la revisión mencionada, la cual se tramitará ante el correspondiente docente."
¿Qué puede suceder con la calificación tras la revisión?,"En la revisión efectuada, se podrá disminuir, confirmar o aumentar la calificación obtenida por el estudiante. La nota resultante será la que se registre oficialmente."
"¿Qué se entiende por ""publicación"" de una calificación?","Se entiende por publicación el acto por medio del cual la autoridad competente del Programa académico da a conocer la calificación, a través del mecanismo establecido por la Universidad."
¿Qué puede hacer un estudiante si considera que la decisión del profesor no corresponde a los criterios de evaluación?,"El estudiante puede solicitar la designación de un segundo calificador mediante un escrito debidamente sustentado, dirigido al Director de Especialización, Maestría o Doctorado o al Decano de la Escuela, dentro de los cinco (5) días hábiles siguientes al conocimiento de la decisión. Si la petición está fundamentada, se procederá a designar un segundo calificador cuya decisión será definitiva e inmodificable y reemplazará la primera nota."
¿Qué debe hacer un estudiante si está en desacuerdo con la calificación de una evaluación oral?,El estudiante debe manifestar su desacuerdo al profesor inmediatamente después de conocida la calificación y solicitar su reconsideración. En la revisión de las evaluaciones orales se levantará un acta en la cual se reconstruye la evaluación oral utilizando los medios establecidos por la Universidad y se consignarán las razones para la confirmación o modificación de la calificación.
¿Cuál es la calificación mínima aprobatoria para una asignatura en el reglamento de posgrados?,La calificación mínima aprobatoria para una asignatura es de tres punto cinco (3.5).
¿Qué ocurre si un estudiante reprueba una asignatura?,Toda asignatura que se repruebe debe repetirse. Una asignatura puede repetirse hasta por dos veces.
¿Cuál es la nota mínima aprobatoria si un estudiante repite una asignatura por primera vez?,"Si la asignatura se repite por primera vez, la nota mínima aprobatoria deberá ser de cuatro punto cero (4.0)."
¿Cuál es la nota mínima aprobatoria si un estudiante repite una asignatura por segunda vez?,"Si la asignatura se repite por segunda vez, la nota mínima aprobatoria deberá ser de cuatro punto cinco (4.5)."
¿Qué deben hacer los estudiantes para repetir una asignatura?,"La repetición de una asignatura podrá hacerse previo el pago de los derechos económicos correspondientes, cursando la materia en un período académico regular o mediante cursos nivelatorios."
Qué son los cursos nivelatorios?,"Los cursos nivelatorios son aquellos que permiten a los estudiantes nivelar las asignaturas que hayan cursado y perdido, aplazado o retirado, así como ver asignaturas que no hayan cursado, en períodos diferentes a los regulares, programados por la Dirección del correspondiente Postgrado."
Cómo se imparten los cursos nivelatorios?,Los cursos nivelatorios podrán dictarse de manera semipresencial bajo la directa supervisión de un docente experto en el tema y designado para tal fin por el Director del Programa.
¿Cuál es la equivalencia entre los cursos nivelatorios y los cursos regulares?,"El contenido, la metodología y la intensidad horaria de cada curso nivelatorio serán los mismos que los del curso regular."
¿De qué depende la programación de los cursos nivelatorios?,La programación de los cursos nivelatorios es discrecional de la Universidad y dependerá del número de estudiantes que aspiren a cursarlos.
¿Qué entidad establece las condiciones y el costo de los cursos nivelatorios?,"La Decanatura de la Escuela respectiva podrá establecer las condiciones y la forma en que se desarrolle cada curso, y su costo será el que para tal efecto estipule la Dirección Financiera de la Universidad."
¿Cuáles son los requisitos académicos para optar al título en los programas de posgrado?,"Para obtener el título correspondiente, el estudiante deberá cumplir con los siguientes requisitos:                                                                                               1. Haber cursado y aprobado la totalidad de los créditos académicos establecidos por cada Programa, así como cumplir los requisitos específicos establecidos en los reglamentos internos para las Maestrías y Doctorados.
2. Haber cancelado los derechos de grado y encontrarse a paz y salvo por todo concepto con la Universidad y, en particular, con el Departamento de Cartera y la Biblioteca de la Institución.
3. Acreditar los demás documentos académicos y administrativos que señalen las normas legales y reglamentarias de la Universidad."
¿Cuál es el plazo máximo para obtener el título de Especialista en la Universidad Sergio Arboleda?,"El plazo máximo para obtener el título de Especialista es de tres (3) años, contados a partir de la fecha de la matrícula inicial en el respectivo Programa."
¿Cuál es el plazo máximo para obtener el título de Maestría en la Universidad Sergio Arboleda?,"El plazo máximo para obtener el título de Maestría es de cinco (5) años, contados a partir de la fecha de la matrícula inicial en el respectivo Programa."
¿Cuál es el plazo máximo para obtener el título de Doctorado en la Universidad Sergio Arboleda?,"El plazo máximo para obtener el título de Doctorado es de siete (7) años, contados a partir de la fecha de la matrícula inicial en el respectivo Programa."
¿Puede la Universidad exigir requisitos adicionales para obtener el título después del plazo máximo establecido?,"Sí, la Universidad se reserva el derecho de exigir requisitos de actualización al interesado si el plazo máximo para obtener el título ha sido excedido."
¿Qué programas de posgrado ofrece la Universidad Sergio Arboleda?,"La Universidad ofrece especializaciones, maestrías y doctorados en diversas áreas como derecho, negocios, ingeniería, comunicación, entre otras."
¿Cuáles son los requisitos de admisión?,"Depende del programa, pero generalmente incluyen hoja de vida, título profesional, entrevista y pruebas de admisión."
¿Cómo es el proceso de inscripción y cuáles son las fechas clave?,"Debes diligenciar el formulario en línea, subir documentos y estar atento al calendario académico publicado en la página web institucional."
¿Qué modalidades tiene el programa que me interesa?,"Algunos programas se ofrecen en modalidad presencial, virtual o híbrida. Puedes verificarlo en la descripción del programa."
¿A quién puedo acudir si tengo dudas sobre mi plan de estudios?,Puedes comunicarte con el director del programa o con la coordinación académica de posgrados.
¿Qué recursos académicos tengo disponibles?,"Tienes acceso a biblioteca, bases de datos, plataformas virtuales y tutorías académicas."
¿Qué servicios ofrece la Universidad para egresados?,"La Universidad ofrece educación continua, eventos, diplomados y acceso a la bolsa de empleo."
¿Dónde puedo actualizar mis datos?,Puedes actualizar tus datos en el portal de egresados o contactando a la oficina de egresados.
¿Cómo consulto mis calificaciones y avances académicos?,Puedes ingresar al portal académico con tu usuario institucional para revisar tus calificaciones y el historial académico.
¿Dónde puedo ver el horario de mis clases?,El horario está disponible en el portal académico o puedes solicitarlo a tu coordinación de programa.
¿Qué hago si tengo un problema con un docente o una clase?,Puedes comunicarte con la coordinación de posgrados o el director del programa para plantear tu inquietud y recibir orientación.
¿Cómo solicito aplazamiento de semestre o cancelación de asignatura?,"Debes presentar la solicitud formal a la coordinacion del programa , cumpliendo con los plazos establecidos."
¿Hay apoyo psicológico o consejería académica disponible?,"Sí, la Universidad ofrece servicios de bienestar universitario que incluyen apoyo psicológico y acompañamiento académico."
¿Qué pasa si no puedo asistir a una clase?,"Te recomendamos notificar al docente yla coordinacion del programa, no puedes superar el 25% del total de fallas durante una materia."
¿Qué requisitos debo cumplir para graduarme?,"Debes aprobar todas las asignaturas del plan de estudios, cumplir con el trabajo de grado y estar a paz y salvo académica y financieramente"
Cómo hago seguimiento a mi trabajo de grado o tesis?,"Debes mantener comunicación constante con tu tutor o director de trabajo, y seguir los cronogramas definidos por tu programa."
¿Como postularme a grados?,"UNIVERSIDAD SERGIO ARBOLEDA
Escuela de Ciencias Exactas e Ingeniería

PROCESO PARA MARCACIÓN COMO FUTURO EGRESADO Y POSTULACIÓN A GRADO

Fase 1: Marcación como futuro egresado
Una vez culmines la totalidad de tu plan de estudios, incluyendo práctica profesional y opción de grado, deberás postularte a la Fase 1 del proceso, con el fin de obtener tu marcación como futuro egresado. Esta fase siempre estará activa, lo que quiere decir que puedes postularte en cualquier momento [aquí].

Fase 2: Postulación a grados
Recibirás un correo de la Escuela con el link de postulación a grados, el cual podrás diligenciar solo si ya cuentas con la confirmación de marcación como futuro egresado, de lo contrario será rechazada tu postulación.

*Esta fase sí cuenta con restricción de fecha, según calendario académico."
¿Cuál es el objetivo fundacional de la Universidad Sergio Arboleda según el PEI 2018?,"Formar personas íntegras, es decir, seres humanos éticos, cultos y comprometidos con la transformación de la sociedad desde el Humanismo Integral."
¿Qué representa el escudo de la Universidad Sergio Arboleda en el contexto del PEI?,"El tronco simboliza la filosofía del PEI y las ramas representan las humanidades y las ciencias exactas, reflejando una visión integral del conocimiento."
¿Cuáles son los cuatro pilares institucionales del PEI 2018?,"Humanismo Integral, Excelencia Académica, Internacionalización y Emprendimiento e Innovación."
¿Qué principios humanísticos guían la acción institucional de la Universidad?,"El cuidado del desarrollo pleno, la justicia, la solidaridad, el respeto a las convicciones, y el rol central de las humanidades en la formación ética y cultural."
¿Cómo se concibe al estudiante en el PEI de la Universidad Sergio Arboleda?,"Como el centro del proceso educativo, con protagonismo activo, autonomía responsable y compromiso con la construcción del conocimiento."
¿Cuál es el perfil del Docente Sergista según el PEI?,"Un educador identificado con el humanismo integral, ejemplar, comprometido con su formación continua, veraz, respetuoso y promotor del pensamiento crítico y ético."
¿Qué competencias debe tener el Investigador Sergista?,"Competencias investigativas, docentes, creatividad, sociabilidad, prolijidad y una visión humanista integral."
¿Qué rol cumple la investigación en el PEI?,Es base del desarrollo integral y generadora de nuevo conocimiento con sentido social y pertinencia nacional e internacional.
¿Cómo se define la función de Proyección Social en el PEI?,"Como la estrategia que permite transferir conocimientos a la sociedad a través de educación continuada, emprendimiento y vinculación con egresados."
¿Qué objetivos tiene el componente de Educación Continuada?,"Actualizar conocimientos, generar estrategias académicas pertinentes y desarrollar competencias para el crecimiento económico, social y cultural."
¿Cuál es la misión del Bienestar Institucional en el PEI?,"Promover un entorno favorable para el desarrollo integral de la comunidad universitaria en dimensiones físicas, espirituales, afectivas, sociales y laborales."
¿Cuál es el objetivo principal del Estatuto Docente de la Universidad Sergio Arboleda?,"Promover la profesionalización de los docentes, reconociendo experiencia, méritos y formación avanzada para mejorar el ejercicio pedagógico y garantizar altos estándares de calidad."
¿Qué tipos de docentes existen en la Universidad Sergio Arboleda según el Estatuto Docente?,"Docentes de planta, visitantes y de cátedra."
¿Cómo se clasifican los docentes de planta según su dedicación?,En docentes de tiempo completo y de tiempo parcial.
¿Cuáles son las categorías del escalafón docente para docentes de planta?,"Auxiliar, Asistente, Asociado y Titular."
¿Qué derechos tienen los docentes según el Estatuto?,"Participar en programas de actualización, recibir trato respetuoso, obtener licencias y permisos, entre otros."
¿Cuáles son algunos deberes de los docentes según el Estatuto?,"Ejercer la actividad académica con objetividad, transmitir conocimientos, cumplir con los estatutos y reglamentos, respetar la propiedad intelectual."
¿Cuál es el objetivo de la evaluación docente?,Determinar niveles de desempeño para tomar medidas de mejoramiento y fomentar el desarrollo docente.
¿Qué distinciones académicas puede recibir un docente?,"Premio de Excelencia 'Sergio Arboleda', Premio Anual a la Investigación, y distinciones como Docente Distinguido, Epónimo, Honorario y Emérito."
¿Qué es un período sabático según el Estatuto?,"Un incentivo para docentes de trayectoria que permite dedicarse a la producción académica hasta por un año, con goce de sueldo."
¿Qué sanciones disciplinarias contempla el Estatuto?,"Llamado de atención verbal, memorando, suspensión sin remuneración y terminación del contrato."
¿Qué documento regula los casos de transición no contemplados en el Estatuto Docente?,La Resolución No. 001 del 1º de septiembre de 2013 expedida por la Vicerrectoría Académica.
¿Quiénes conforman el Comité de Evaluación y Escalafonamiento (CEE)?,"El Vicerrector Académico (preside), Vicerrector Administrativo, Presidente del Consejo Académico, un Representante de los profesores y el Director de Planeación."
¿Qué aspectos se evalúan para clasificar a un docente en el escalafón?,"Formación, experiencia, desempeño y producción intelectual."
¿Qué condiciones se deben cumplir para solicitar equivalencia a título de Maestría?,"Título de pregrado, cinco años de experiencia profesional o académica con dedicación de tiempo completo y 500 puntos de producción intelectual."
¿Qué tipo de producción se considera en la evaluación del escalafón docente?,"Producción intelectual en docencia, investigación o extensión divulgada o protegida según estándares reconocidos nacional o internacionalmente."
¿Qué sanciones pueden aplicarse en caso de una falta disciplinaria grave?,Suspensión sin remuneración hasta por dos meses o terminación del contrato.
¿Qué modalidades de dedicación existen para los docentes?,"Dedicación exclusiva, tiempo completo (mínimo 40 horas semanales), y tiempo parcial (mínimo 20 horas semanales)."
¿Qué incentivos contempla el Estatuto Docente?,"Distinciones académicas, premios, periodo sabático, y otros reconocimientos establecidos por reglamento."
¿Cuál es la vigencia del Estatuto Docente?,Tiene vigencia desde su aprobación por parte del Consejo Académico de la Universidad el 15 de agosto de 2013.
¿Qué condiciones permiten que un docente mantenga su nivel en el escalafón durante el régimen de transición?,"Haber estado vinculado por al menos 10 años y estar escalafonado en un nivel superior, incluso si no acredita todos los requisitos."
¿Cuál es la misión de la Universidad Sergio Arboleda según el Plan de Desarrollo Institucional 2018-2026?,"Formar integralmente profesionales idóneos, con principios cristianos y humanísticos, capaces de liderar el desarrollo económico, social y cultural nacional e internacionalmente."
¿Qué visión tiene la Universidad Sergio Arboleda para el año 2026?,"Ser reconocida como una institución de alta calidad que forma seres globales, emprendedores y transformadores desde el humanismo integral, en un entorno internacional e innovador."
¿Cuáles son los cuatro pilares del Plan de Desarrollo Institucional 2018-2026?,"Humanismo Integral, Excelencia Académica, Internacionalización, y Emprendimiento e Innovación."
¿Qué significa el programa 'SER-GISTA'?,"Es el programa que forma estudiantes como seres globales, íntegros, solidarios e innovadores, abordando aspectos como la deserción y seguimiento a su desempeño desde los pilares institucionales."
¿Qué componentes tiene el programa 'Sergio Digital'?,Componentes que incentivan la creación de mundos virtuales y proporcionan los recursos físicos y tecnológicos para su implementación.
¿Qué propósito tiene el programa 'Profesor Sergista'?,"Convertir al docente en promotor del humanismo integral, con vivencia internacional y espíritu empresarial, incluyendo evaluación y seguimiento docente."
¿Qué caracteriza al modelo de planeación llamado 'Metro de la Sergio'?,"Es una metáfora que representa los pilares institucionales como líneas de metro y los programas como estaciones, articulando recursos y acciones para cumplir las metas del plan estratégico."
¿Qué desafíos enfrenta la Universidad en el Pilar de Internacionalización?,"La globalización exige acceso equitativo a educación, competencia multicultural y dominio del inglés como lengua global."
¿Qué retos busca abordar el Pilar de Excelencia Académica?,"Garantizar pertinencia y calidad en programas e investigaciones, con estándares internacionales y el uso de plataformas digitales."
¿Cuál es la apuesta en el Pilar de Transformación Digital?,"Crear espacios de aprendizaje digital, inmersión tecnológica y competencias para un entorno digital adaptativo e innovador."
¿Cuál es el objetivo principal del Pilar de Humanismo Integral?,Fortalecer el sentido humanista integral como sello distintivo institucional en toda la comunidad universitaria.
